,TRAIN NO.,CLASS,FROM_CODE,TO_CODE,JOURNEY-DAY,JOURNEY-MONTH,JOURNEY-YEAR,QUOTA,BOOKING-DAY,BOOKING-MONTH,BOOKING-YEAR,WAITING NO.,CONFIRMED
5351,10947,2,675,140,15,6,2016,10,17,6,2013,137,0
5352,10589,4,444,75,3,12,2013,9,17,9,2016,6,52
5353,10360,6,350,481,17,6,2013,5,14,7,2013,104,0
5354,10871,4,98,503,28,3,2015,4,17,3,2014,9,52
5355,10728,4,88,49,21,2,2013,9,17,5,2016,28,51
5356,10239,4,592,321,7,10,2016,2,4,11,2016,2,51
5357,10346,4,206,111,2,5,2016,1,24,12,2014,92,0
5358,10695,2,292,615,9,12,2015,8,13,5,2015,55,51
5359,10873,1,600,162,3,4,2016,2,14,2,2013,62,50
5360,10795,4,97,266,19,10,2013,11,19,12,2016,88,0
5361,10906,1,488,627,23,11,2014,5,22,6,2013,18,51
5362,10306,3,515,34,17,10,2013,7,24,12,2014,111,0
5363,10422,4,172,201,8,3,2016,3,15,4,2015,95,0
5364,10546,7,85,26,21,7,2013,3,4,9,2015,57,51
5365,10484,4,682,154,5,6,2015,9,14,2,2013,55,51
5366,10747,5,650,402,9,3,2013,8,29,4,2013,102,0
5367,10674,1,71,682,29,2,2013,3,3,2,2016,54,50
5368,10227,4,637,519,15,6,2013,7,12,9,2016,60,51
5369,10750,5,366,650,27,7,2013,8,28,9,2015,127,0
5370,10837,4,501,109,29,10,2013,7,4,5,2014,54,51
5371,10821,6,210,622,28,2,2015,7,10,2,2014,7,52
5372,10067,4,388,373,2,11,2014,2,8,5,2016,105,0
5373,10721,1,640,69,10,5,2016,2,22,2,2016,27,51
5374,10380,7,172,149,26,6,2014,8,18,11,2013,82,0
5375,10063,2,263,86,18,10,2013,8,1,2,2013,113,0
5376,10600,4,215,448,24,5,2013,11,28,4,2015,31,51
5377,10037,1,30,675,18,6,2015,9,18,12,2014,32,51
5378,10556,7,473,123,28,10,2014,4,5,9,2013,131,0
5379,10508,7,120,5,19,2,2016,10,14,6,2013,39,51
5380,10253,6,424,85,2,7,2015,7,6,5,2013,58,51
5381,10015,2,418,702,12,6,2013,7,11,12,2015,65,50
5382,10227,1,410,624,8,1,2013,3,15,6,2013,20,51
5383,10657,2,99,342,26,9,2016,10,11,9,2016,70,51
5384,10800,1,188,708,21,6,2014,7,11,9,2015,7,52
5385,10226,1,109,463,19,8,2015,8,12,8,2013,130,0
5386,10945,5,384,73,15,4,2013,9,17,5,2014,42,51
5387,10507,6,36,397,10,4,2014,1,10,9,2013,20,51
5388,10367,2,420,686,28,4,2014,4,2,3,2016,33,51
5389,10031,2,602,96,24,11,2015,11,11,6,2016,10,52
5390,10255,5,301,157,6,1,2013,4,7,7,2013,124,0
5391,10391,2,543,243,16,8,2015,11,29,9,2014,79,49
5392,10961,3,520,159,8,7,2015,11,8,11,2016,44,51
5393,10985,4,204,3,13,8,2016,3,6,5,2014,138,0
5394,10772,4,20,13,26,3,2015,11,16,4,2015,39,51
5395,10106,7,160,73,21,12,2015,3,13,5,2015,20,51
5396,10993,3,182,353,27,6,2014,6,26,1,2016,99,0
5397,10562,6,670,358,28,8,2013,1,10,3,2013,13,51
5398,10180,1,291,520,1,4,2015,5,22,10,2014,86,0
5399,10366,5,297,662,19,10,2013,1,24,7,2013,128,0
5400,10118,5,705,45,18,11,2016,2,22,6,2014,97,0
5401,10555,7,239,481,12,4,2016,8,8,2,2014,84,0
5402,10387,5,117,64,2,9,2016,5,20,3,2013,120,0
5403,10190,5,383,395,12,8,2013,6,6,3,2015,121,0
5404,10254,3,78,37,20,4,2014,5,19,5,2015,86,0
5405,10476,1,39,192,29,6,2013,7,4,7,2014,7,52
5406,10455,5,642,245,14,4,2016,7,1,2,2013,94,0
5407,10335,6,649,44,10,7,2013,7,19,4,2015,7,52
5408,10666,6,498,547,23,1,2014,4,14,3,2013,110,0
5409,10001,4,66,675,24,11,2016,3,10,9,2016,86,0
5410,10579,1,647,637,3,12,2016,5,21,4,2016,49,50
5411,10197,4,222,481,8,11,2013,7,28,1,2016,58,50
5412,10755,7,487,175,8,1,2013,1,18,1,2014,64,51
5413,10637,7,542,28,20,9,2016,11,15,2,2013,65,50
5414,10774,7,378,558,19,5,2016,8,27,8,2014,61,52
5415,10094,4,690,563,26,6,2015,11,18,5,2015,127,0
5416,10370,3,564,649,21,2,2014,1,14,8,2016,93,0
5417,10829,2,467,327,3,10,2015,5,26,4,2016,36,50
5418,10987,1,183,128,2,8,2016,9,5,8,2016,117,0
5419,10709,5,77,283,15,4,2015,5,14,12,2015,107,0
5420,10125,7,587,148,5,6,2014,1,26,3,2016,114,0
5421,10379,7,143,349,3,8,2016,7,17,6,2015,95,0
5422,10979,3,415,586,21,8,2015,11,29,1,2015,103,0
5423,10902,3,223,709,15,6,2014,8,6,11,2016,128,0
5424,10829,2,621,467,19,1,2015,7,23,5,2015,96,0
5425,10181,3,547,386,25,1,2016,6,11,7,2014,130,0
5426,10647,6,38,712,2,11,2016,4,7,9,2014,27,51
5427,10153,1,284,258,28,2,2016,2,28,12,2013,75,49
5428,10781,3,353,427,2,8,2014,5,24,4,2013,51,50
5429,10897,6,599,6,27,3,2016,1,28,3,2014,66,50
5430,10497,2,627,159,2,6,2013,2,5,6,2014,20,51
5431,10110,3,144,650,29,4,2015,1,12,3,2016,75,50
5432,10902,4,4,100,26,12,2015,2,28,1,2016,19,51
5433,10360,3,446,592,11,12,2015,9,11,3,2015,38,51
5434,10081,2,642,46,19,10,2014,1,28,11,2016,87,0
5435,10061,7,214,289,3,6,2014,11,6,9,2015,88,0
5436,10302,5,186,52,10,7,2013,7,24,5,2016,92,0
5437,10076,1,686,670,21,3,2015,1,21,10,2013,17,51
5438,10220,1,582,26,25,8,2013,8,12,2,2013,140,0
5439,10879,2,531,505,28,6,2014,2,22,4,2015,21,51
5440,10167,6,609,258,4,1,2015,4,18,6,2015,7,52
5441,10120,3,215,313,22,8,2016,4,29,12,2014,49,51
5442,10232,6,147,645,7,3,2014,4,20,6,2015,26,51
5443,10286,6,666,373,1,11,2016,5,13,12,2014,128,0
5444,10708,7,230,116,5,2,2015,10,26,6,2014,70,52
5445,10370,1,510,124,4,2,2015,7,6,10,2013,18,51
5446,10364,5,56,531,8,4,2013,11,15,2,2015,115,0
5447,10172,3,203,638,20,11,2016,3,22,2,2014,28,51
5448,10183,6,616,661,28,10,2016,2,11,7,2015,125,0
5449,10655,1,269,676,14,7,2013,7,8,3,2014,110,0
5450,10163,4,435,704,6,4,2015,7,15,2,2014,10,51
5451,10947,7,437,463,18,5,2013,2,15,7,2013,128,0
5452,10318,2,170,711,29,1,2014,6,17,4,2016,123,0
5453,10066,3,50,291,16,5,2015,11,14,7,2014,32,51
5454,10649,6,132,162,2,7,2015,9,20,6,2014,94,0
5455,10594,5,677,124,27,7,2014,11,16,3,2015,54,51
5456,10155,2,101,553,21,4,2013,3,5,7,2016,113,0
5457,10722,6,50,470,20,10,2013,3,10,1,2016,109,0
5458,10829,6,235,152,17,6,2015,2,9,4,2016,28,51
5459,10439,6,226,351,4,6,2015,7,9,4,2015,28,51
5460,10891,2,27,245,7,8,2015,5,25,6,2015,18,52
5461,10048,6,600,597,28,3,2016,4,23,7,2015,49,52
5462,10110,1,70,605,25,8,2015,1,4,1,2015,104,0
5463,10814,2,111,339,29,10,2016,9,11,11,2013,36,51
5464,10743,3,40,656,29,9,2015,9,28,10,2015,32,51
5465,10593,6,215,418,29,11,2014,11,29,11,2015,139,0
5466,10018,4,603,324,25,7,2015,4,17,10,2013,20,51
5467,10509,1,27,618,13,4,2013,6,24,7,2015,3,52
5468,10214,6,299,662,24,7,2013,9,6,7,2013,58,51
5469,10414,5,352,698,11,4,2013,3,14,9,2015,73,50
5470,10873,3,501,64,18,5,2014,7,21,5,2013,6,52
5471,10538,4,136,241,1,6,2014,9,20,7,2015,51,51
5472,10989,2,273,425,4,8,2015,2,21,5,2013,96,0
5473,10310,4,217,465,25,8,2016,11,4,9,2015,134,0
5474,10455,4,529,199,6,2,2014,2,27,11,2015,133,0
5475,10659,7,566,388,15,11,2013,9,12,7,2014,98,0
5476,10565,2,42,263,4,12,2014,11,17,9,2015,24,52
5477,10444,1,516,321,7,8,2014,2,4,7,2014,4,51
5478,10680,2,376,203,26,7,2016,4,17,1,2015,84,0
5479,10105,4,699,124,13,3,2013,4,25,5,2014,136,0
5480,10866,6,500,269,15,3,2016,8,23,7,2015,67,51
5481,10186,1,296,234,11,3,2015,3,6,12,2015,73,51
5482,10581,3,103,102,16,7,2013,8,9,5,2015,59,51
5483,10809,1,529,685,8,12,2013,7,23,12,2016,53,51
5484,10748,4,604,243,26,10,2014,6,26,5,2014,35,51
5485,10193,7,255,181,13,3,2014,2,1,10,2013,101,0
5486,10163,5,154,528,18,11,2016,4,13,5,2014,31,51
5487,10007,7,20,44,15,11,2016,7,20,3,2013,140,0
5488,10447,1,269,645,24,2,2013,5,17,3,2014,47,51
5489,10124,2,443,665,26,2,2014,10,17,1,2016,19,51
5490,10981,6,464,88,13,12,2013,11,27,12,2014,65,50
5491,10471,3,583,486,8,4,2013,4,28,9,2014,139,0
5492,10150,4,336,323,9,1,2014,10,2,4,2016,10,52
5493,10384,6,542,568,13,12,2013,2,21,11,2015,140,0
5494,10271,1,89,172,28,4,2016,9,15,1,2016,26,51
5495,10323,3,530,684,13,5,2016,3,15,2,2016,7,51
5496,10076,7,499,46,2,4,2016,7,21,11,2013,121,0
5497,10794,1,126,163,2,7,2014,6,12,11,2016,42,51
5498,10075,7,298,317,24,9,2014,9,5,6,2016,9,52
5499,10379,6,234,603,11,3,2014,2,1,4,2016,72,51
5500,10163,7,213,175,7,6,2015,10,19,1,2013,114,0
5501,10909,5,354,409,26,5,2016,10,10,9,2013,126,0
5502,10136,3,593,682,10,8,2013,4,15,7,2015,85,0
5503,10117,6,516,32,29,9,2016,2,23,10,2014,87,0
5504,10974,3,303,29,21,6,2016,5,6,12,2015,114,0
5505,10694,4,149,319,11,8,2014,8,25,9,2016,37,51
5506,10742,4,236,255,3,5,2016,5,20,3,2016,83,0
5507,10425,7,199,481,4,3,2013,7,2,10,2014,121,0
5508,10369,4,614,683,19,5,2014,1,5,1,2013,134,0
5509,10086,2,437,416,11,5,2014,7,13,5,2015,54,51
5510,10917,2,220,83,10,2,2014,10,17,6,2014,125,0
5511,10688,6,541,671,4,3,2015,9,20,9,2014,64,52
5512,10344,6,292,92,7,4,2015,7,14,3,2016,38,51
5513,10555,1,223,213,15,1,2015,8,2,12,2013,64,50
5514,10108,4,608,173,15,9,2015,7,22,6,2014,50,51
5515,10338,3,237,672,15,2,2015,6,21,6,2013,5,52
5516,10238,7,566,28,26,11,2015,11,25,11,2015,86,0
5517,10204,7,545,551,19,2,2015,7,4,3,2015,50,51
5518,10751,7,565,393,16,4,2014,3,11,1,2014,67,51
5519,10225,5,617,601,2,11,2015,3,29,2,2016,132,0
5520,10564,3,399,500,4,11,2013,10,8,12,2015,30,51
5521,10334,1,708,385,24,10,2016,9,13,7,2014,96,0
5522,10745,2,209,76,24,1,2014,5,1,10,2015,98,0
5523,10039,4,295,681,6,4,2013,9,22,8,2013,104,0
5524,10746,2,595,313,15,1,2014,7,10,11,2014,89,0
5525,10583,7,349,146,1,2,2016,7,10,5,2016,109,0
5526,10361,2,479,232,19,8,2013,7,20,3,2016,41,51
5527,10375,1,510,409,5,11,2013,9,1,12,2014,18,51
5528,10194,1,455,41,12,1,2015,11,6,11,2016,134,0
5529,10887,6,351,143,29,12,2013,4,20,11,2013,4,52
5530,10184,4,204,268,3,4,2014,1,6,8,2013,17,51
5531,10971,7,54,336,29,8,2016,7,17,10,2015,106,0
5532,10480,7,405,507,24,1,2013,10,12,10,2016,68,51
5533,10854,6,64,687,11,1,2013,4,12,7,2016,45,51
5534,10767,4,632,189,7,8,2015,7,18,6,2013,37,51
5535,10306,2,180,411,14,10,2013,4,24,4,2015,22,51
5536,10230,4,21,314,2,6,2016,8,15,4,2013,68,52
5537,10726,5,422,191,18,7,2013,3,7,10,2016,92,0
5538,10798,1,210,570,29,12,2015,7,7,9,2014,71,51
5539,10908,3,433,617,6,4,2016,7,23,6,2016,15,51
5540,10748,3,151,285,27,5,2015,11,27,2,2014,124,0
5541,10549,5,52,157,25,8,2014,5,8,9,2016,29,51
5542,10049,2,98,639,22,6,2013,9,5,10,2014,119,0
5543,10301,6,77,421,28,7,2016,11,8,2,2014,127,0
5544,10869,2,500,230,12,10,2016,10,4,5,2015,79,52
5545,10638,7,406,217,25,9,2015,10,9,11,2013,91,0
5546,10973,1,530,49,24,3,2015,2,11,9,2015,67,51
5547,10763,7,309,453,23,3,2016,5,7,3,2014,128,0
5548,10485,6,235,173,15,3,2014,4,25,11,2014,32,51
5549,10189,5,205,407,23,3,2013,10,10,10,2016,11,52
5550,10072,5,511,593,14,5,2016,1,10,11,2013,6,51
5551,10629,3,127,144,12,12,2016,4,26,6,2013,6,52
5552,10807,6,209,329,13,4,2016,5,8,1,2013,85,0
5553,10566,1,8,208,12,11,2015,5,10,9,2013,16,51
5554,10709,3,698,368,17,4,2013,7,29,11,2015,120,0
5555,10192,5,694,589,22,4,2015,9,11,9,2016,130,0
5556,10003,1,49,634,4,8,2014,4,10,12,2015,134,0
5557,10089,6,520,392,1,5,2013,10,8,9,2015,117,0
5558,10838,3,292,342,16,5,2014,1,18,12,2013,39,51
5559,10312,3,598,703,3,5,2015,2,2,4,2014,20,51
5560,10549,3,458,45,26,4,2015,4,10,2,2014,82,0
5561,10875,2,215,570,1,3,2015,7,5,11,2015,44,51
5562,10684,1,149,15,15,5,2014,8,27,6,2016,73,51
5563,10120,5,261,276,3,1,2013,3,13,5,2016,137,0
5564,10177,6,119,429,12,1,2013,5,27,11,2013,62,52
5565,10284,1,222,663,7,10,2015,6,16,6,2016,26,51
5566,10729,7,309,580,21,1,2016,11,3,6,2014,39,51
5567,10151,4,195,437,3,12,2016,6,4,10,2015,138,0
5568,10715,5,161,107,5,5,2016,9,24,7,2014,68,52
5569,10616,1,664,621,23,1,2013,10,19,11,2015,1,52
5570,10534,4,549,491,13,4,2014,10,23,12,2016,53,52
5571,10160,6,192,680,2,10,2014,5,12,1,2014,125,0
5572,10274,7,344,505,12,5,2016,6,24,12,2014,43,51
5573,10804,2,342,531,4,9,2016,6,23,4,2016,41,51
5574,10487,7,22,243,14,2,2015,6,23,11,2013,16,52
5575,10628,2,232,441,4,3,2013,10,4,10,2014,45,51
5576,10973,1,64,712,8,12,2016,11,5,7,2013,133,0
5577,10351,5,585,394,20,8,2013,5,20,5,2014,42,51
5578,10043,2,465,166,4,9,2013,5,25,4,2013,41,51
5579,10128,7,573,272,3,7,2016,8,2,7,2016,29,51
5580,10607,5,200,348,2,10,2013,1,9,8,2015,118,0
5581,10938,4,95,47,10,11,2013,3,24,8,2014,115,0
5582,10785,1,398,683,1,1,2015,1,23,2,2016,52,50
5583,10309,3,378,116,16,5,2016,8,1,7,2015,23,51
5584,10652,7,373,584,20,4,2015,2,12,7,2013,17,51
5585,10158,3,163,116,2,10,2016,8,4,12,2013,136,0
5586,10830,7,38,680,26,8,2015,6,17,11,2015,14,52
5587,10433,7,560,46,24,2,2016,7,19,2,2013,11,52
5588,10574,2,557,380,29,11,2016,2,7,11,2016,85,0
5589,10873,7,524,549,6,7,2016,3,14,2,2016,136,0
5590,10459,1,124,242,2,9,2016,6,18,6,2016,31,51
5591,10289,5,254,321,12,9,2013,2,25,11,2015,51,51
5592,10969,7,567,431,22,3,2014,2,16,7,2013,26,51
5593,10052,1,368,672,8,1,2016,6,21,11,2013,78,48
5594,10483,2,217,338,13,10,2016,1,5,6,2014,136,0
5595,10103,2,529,21,28,1,2015,1,27,2,2015,133,0
5596,10170,2,182,363,2,4,2015,10,19,4,2015,1,52
5597,10275,3,127,181,7,8,2013,2,16,4,2016,65,50
5598,10473,4,453,148,28,10,2013,1,2,10,2016,60,51
5599,10206,5,21,546,22,6,2014,6,5,8,2016,63,51
5600,10495,7,205,12,14,5,2014,7,1,1,2015,74,51
5601,10257,1,143,53,10,4,2015,6,2,5,2015,91,0
5602,10279,4,442,29,7,2,2016,10,13,3,2016,18,52
5603,10312,7,63,66,6,5,2015,7,18,11,2014,88,0
5604,10960,2,678,83,13,11,2013,2,9,12,2013,102,0
5605,10144,5,279,679,20,10,2015,9,27,10,2014,21,52
5606,10027,5,506,658,17,10,2016,10,22,3,2014,25,51
5607,10442,4,585,200,8,6,2016,1,20,3,2014,76,50
5608,10548,4,333,77,19,8,2014,1,20,6,2016,46,51
5609,10506,7,676,620,21,7,2015,11,24,6,2015,82,0
5610,10427,1,265,112,19,11,2013,2,25,1,2014,124,0
5611,10356,3,217,221,2,4,2014,1,2,12,2016,58,51
5612,10775,3,40,275,15,1,2014,4,20,9,2016,66,51
5613,10551,4,466,59,19,7,2016,6,1,12,2016,104,0
5614,10016,2,701,572,10,8,2016,8,22,6,2013,97,0
5615,10935,2,543,490,24,5,2013,7,27,1,2016,114,0
5616,10087,1,305,46,12,2,2015,3,1,10,2013,93,0
5617,10387,3,345,599,27,11,2015,4,17,12,2015,75,51
5618,10888,2,522,248,27,6,2016,10,24,5,2015,68,50
5619,10172,1,128,263,14,8,2015,8,27,5,2014,118,0
5620,10133,7,19,170,2,6,2013,3,22,1,2013,66,50
5621,10539,6,101,686,3,11,2016,10,23,5,2015,77,51
5622,10085,4,539,256,6,9,2016,10,4,10,2014,100,0
5623,10534,5,243,19,16,11,2016,9,7,6,2016,39,51
5624,10778,1,33,347,2,8,2015,8,28,4,2013,122,0
5625,10276,7,280,477,24,2,2015,3,4,5,2013,38,51
5626,10642,7,580,295,21,3,2013,2,4,7,2016,99,0
5627,10044,2,703,317,17,12,2013,6,8,9,2014,121,0
5628,10568,3,279,479,19,3,2014,9,27,8,2016,98,0
5629,10656,1,407,679,18,2,2013,4,15,9,2014,10,51
5630,10485,3,203,81,17,9,2016,4,18,8,2015,11,52
5631,10757,4,215,23,20,5,2015,1,21,12,2013,88,0
5632,10351,4,95,417,13,11,2013,10,12,5,2016,40,51
5633,10622,3,479,499,27,3,2015,10,15,10,2016,102,0
5634,10504,3,564,342,21,3,2013,3,23,4,2015,130,0
5635,10505,2,92,610,10,5,2015,1,5,5,2016,18,51
5636,10881,5,500,232,24,3,2015,5,5,5,2016,36,51
5637,10212,5,299,212,11,11,2013,5,10,6,2015,3,52
5638,10728,5,404,369,10,11,2013,1,27,7,2015,134,0
5639,10345,2,709,549,6,10,2013,4,13,7,2014,37,51
5640,10197,5,429,234,16,12,2015,4,4,11,2013,59,50
5641,10403,7,307,347,3,4,2015,8,8,6,2014,82,0
5642,10976,5,21,339,19,6,2015,1,25,6,2013,101,0
5643,10092,6,677,567,2,6,2015,7,20,3,2016,134,0
5644,10345,1,256,600,24,2,2013,2,6,4,2014,134,0
5645,10319,4,595,664,5,9,2013,3,25,2,2013,84,0
5646,10408,5,313,176,25,9,2014,6,15,6,2014,57,51
5647,10334,3,169,37,26,9,2016,9,2,10,2015,16,51
5648,10667,4,359,174,17,8,2016,7,27,10,2013,123,0
5649,10010,4,254,711,29,6,2015,7,15,8,2013,114,0
5650,10814,2,50,189,7,6,2013,6,21,11,2016,71,51
5651,10805,4,68,598,1,3,2013,6,11,6,2013,67,51
5652,10367,7,161,119,5,10,2015,10,21,5,2015,73,50
5653,10004,1,174,335,1,7,2013,2,28,2,2013,34,51
5654,10878,4,270,555,1,10,2014,7,20,8,2015,99,0
5655,10467,7,80,553,9,9,2016,3,27,10,2016,53,51
5656,10291,7,62,532,11,12,2013,11,26,3,2015,117,0
5657,10897,4,186,21,21,10,2014,8,13,3,2016,117,0
5658,10469,7,97,107,1,11,2015,5,10,6,2015,117,0
5659,10682,1,404,81,21,1,2016,1,26,8,2013,87,0
5660,10253,7,413,670,15,5,2016,10,24,2,2015,48,51
5661,10606,1,467,126,8,4,2013,6,5,10,2013,8,51
5662,10504,1,19,215,4,6,2015,1,14,4,2015,31,51
5663,10967,5,709,231,16,3,2014,7,8,9,2014,30,51
5664,10703,2,562,143,3,3,2013,4,20,9,2016,112,0
5665,10409,6,108,595,16,8,2016,5,10,1,2014,27,51
5666,10706,1,576,617,19,1,2014,7,29,10,2013,7,51
5667,10543,2,42,605,11,10,2014,7,12,2,2014,21,51
5668,10937,4,440,65,13,8,2015,1,11,11,2014,55,50
5669,10292,6,45,470,8,5,2013,2,2,3,2015,9,52
5670,10668,5,703,523,27,8,2014,2,20,10,2015,19,51
5671,10047,1,55,188,7,10,2015,6,19,7,2013,110,0
5672,10126,1,709,107,20,7,2014,5,10,1,2014,91,0
5673,10446,1,443,355,19,8,2013,11,2,4,2014,102,0
5674,10535,2,154,460,3,11,2016,7,3,3,2016,135,0
5675,10563,4,197,316,9,9,2013,11,4,5,2016,45,51
5676,10905,6,468,549,23,5,2013,10,21,2,2016,1,52
5677,10950,5,270,649,10,6,2013,1,29,12,2013,55,51
5678,10949,7,389,290,21,10,2016,1,15,6,2016,3,52
5679,10286,2,468,457,25,8,2015,3,7,2,2013,5,52
5680,10102,4,213,157,1,9,2016,8,2,2,2016,68,51
5681,10029,6,214,415,1,7,2015,9,10,6,2016,132,0
5682,10181,3,418,114,18,5,2013,3,7,12,2014,75,50
5683,10122,1,374,453,4,1,2014,1,8,2,2016,18,51
5684,10341,7,400,48,12,9,2014,5,6,4,2014,103,0
5685,10351,6,492,122,8,12,2013,8,8,11,2013,1,52
5686,10451,7,481,48,7,12,2013,8,19,2,2015,25,51
5687,10564,7,266,328,2,4,2014,3,25,10,2015,61,52
5688,10865,1,713,606,8,12,2016,3,1,4,2015,24,51
5689,10317,6,266,396,7,9,2014,9,8,8,2013,78,52
5690,10447,5,589,19,17,6,2016,1,11,5,2015,2,52
5691,10166,5,546,620,29,11,2015,3,20,7,2015,86,0
5692,10056,6,637,637,27,6,2014,4,29,1,2013,99,0
5693,10801,2,399,32,18,3,2016,1,11,2,2013,4,52
5694,10790,4,585,433,22,9,2013,5,1,2,2016,12,52
5695,10681,5,401,494,14,9,2016,3,12,9,2013,132,0
5696,10523,1,369,322,23,12,2015,2,20,2,2015,42,51
5697,10543,3,291,713,17,10,2014,10,15,9,2014,4,52
5698,10156,2,27,107,19,2,2013,7,15,1,2014,131,0
5699,10829,1,652,543,21,4,2016,7,17,9,2013,43,51
5700,10813,1,659,357,25,11,2015,9,28,4,2014,22,51
5701,10917,6,122,643,28,1,2015,3,20,1,2013,132,0
5702,10386,2,511,165,2,8,2015,1,19,4,2014,3,52
5703,10831,2,123,577,8,10,2013,9,9,6,2014,19,52
5704,10129,6,681,289,6,6,2014,10,5,5,2014,136,0
5705,10327,7,702,408,25,6,2014,2,29,3,2016,107,0
5706,10852,3,260,430,8,1,2015,4,9,8,2015,119,0
5707,10167,4,276,486,26,2,2014,3,23,2,2015,51,51
5708,10588,5,559,527,11,6,2013,4,18,8,2015,43,51
5709,10873,6,158,667,27,7,2015,5,12,7,2015,27,51
5710,10738,7,693,551,13,4,2014,8,7,11,2015,41,51
5711,10460,3,621,107,13,7,2015,5,4,9,2015,16,51
5712,10202,4,134,134,5,9,2013,11,18,4,2013,135,0
5713,10217,7,358,338,23,9,2013,8,8,8,2016,33,51
5714,10192,2,462,610,14,10,2015,11,1,5,2014,83,0
5715,10853,6,532,121,27,7,2015,9,16,9,2015,20,51
5716,10581,2,30,298,24,4,2015,3,3,9,2014,111,0
5717,10024,1,611,479,28,2,2015,9,21,2,2016,27,51
5718,10569,6,102,114,25,3,2013,11,5,11,2013,36,51
5719,10733,3,172,227,21,3,2014,1,15,7,2013,62,51
5720,10560,6,262,5,1,6,2013,2,29,7,2015,110,0
5721,10037,5,237,198,27,12,2013,9,4,7,2013,37,51
5722,10805,5,284,610,18,11,2013,1,24,6,2016,91,0
5723,10795,2,134,588,3,4,2016,6,13,8,2014,122,0
5724,10394,1,50,38,23,11,2014,11,13,9,2013,15,52
5725,10318,7,423,409,26,11,2013,9,5,7,2015,26,51
5726,10474,1,626,340,23,4,2016,5,3,10,2015,93,0
5727,10973,2,649,336,6,3,2013,10,4,12,2013,127,0
5728,10574,5,42,413,16,5,2015,8,6,12,2016,124,0
5729,10196,1,334,538,27,1,2014,5,2,12,2013,44,51
5730,10752,2,134,510,24,6,2015,5,27,8,2014,122,0
5731,10608,6,671,124,7,9,2013,3,1,2,2014,34,51
5732,10760,4,619,359,23,3,2014,3,22,10,2016,42,51
5733,10138,1,301,28,17,12,2016,10,21,12,2013,104,0
5734,10206,1,185,75,12,3,2015,8,18,5,2015,108,0
5735,10797,3,86,657,23,9,2014,2,20,7,2014,16,51
5736,10290,1,30,396,3,5,2016,3,16,11,2014,115,0
5737,10641,4,394,502,1,2,2014,10,28,3,2014,15,52
5738,10697,2,623,581,12,4,2015,6,15,5,2014,132,0
5739,10834,1,432,266,27,2,2014,5,20,6,2013,56,51
5740,10117,3,277,618,16,12,2016,7,16,11,2016,52,51
5741,10291,1,536,490,28,2,2013,3,15,10,2013,110,0
5742,10709,4,309,211,16,6,2015,4,1,11,2015,118,0
5743,10426,7,567,524,28,2,2016,4,11,11,2013,85,0
5744,10492,3,357,526,11,8,2015,9,17,5,2015,90,0
5745,10266,2,625,94,5,12,2016,6,21,8,2013,113,0
5746,10907,4,433,379,15,3,2013,1,11,1,2015,75,51
5747,10267,7,304,437,1,6,2016,1,26,6,2015,115,0
5748,10658,6,655,599,3,9,2014,7,5,3,2016,100,0
5749,10492,1,254,253,11,10,2014,10,11,4,2014,123,0
5750,10922,5,219,670,22,12,2016,8,26,5,2014,61,50
5751,10731,5,451,310,24,11,2013,11,9,7,2014,64,51
5752,10819,7,384,446,4,8,2016,2,12,8,2013,16,51
5753,10805,4,13,711,16,7,2016,7,26,7,2014,74,51
5754,10434,4,593,540,4,12,2013,10,29,7,2013,15,51
5755,10271,2,172,275,17,9,2015,6,3,9,2016,23,51
5756,10809,2,185,678,7,11,2013,4,15,5,2016,104,0
5757,10025,1,518,388,5,5,2015,9,13,7,2015,26,51
5758,10658,3,161,267,9,10,2016,11,20,3,2016,124,0
5759,10649,5,209,18,6,9,2014,11,3,4,2016,114,0
5760,10341,6,472,436,24,4,2014,8,28,7,2016,104,0
5761,10844,3,91,376,5,4,2014,9,12,6,2015,136,0
5762,10490,4,152,40,13,6,2015,11,26,10,2014,51,51
5763,10331,3,152,184,11,1,2016,5,19,7,2014,1,52
5764,10358,1,235,363,26,2,2013,4,10,1,2016,121,0
5765,10472,1,91,39,22,4,2015,9,28,12,2015,36,51
5766,10548,1,224,217,13,8,2016,6,11,5,2013,125,0
5767,10933,7,164,302,27,4,2016,10,19,11,2013,123,0
5768,10727,5,198,174,1,1,2015,1,4,12,2014,12,51
5769,10594,3,538,490,9,9,2015,5,10,11,2013,77,51
5770,10485,7,239,517,4,6,2016,9,3,3,2014,86,0
5771,10304,4,635,619,20,2,2014,11,17,3,2013,72,50
5772,10656,4,283,146,22,8,2016,11,11,1,2014,104,0
5773,10097,2,56,561,24,9,2015,11,17,10,2016,41,51
5774,10289,2,353,433,2,1,2015,10,27,1,2015,137,0
5775,10470,4,327,228,15,3,2015,5,3,7,2013,57,51
5776,10647,2,88,56,23,8,2015,8,24,9,2013,42,51
5777,10564,6,651,446,3,8,2013,10,18,2,2016,20,51
5778,10084,2,424,369,10,7,2016,3,28,2,2014,63,51
5779,10903,4,255,375,22,8,2014,11,8,8,2016,52,51
5780,10352,2,471,44,29,4,2015,9,24,4,2014,112,0
5781,10894,3,706,27,27,4,2013,8,26,1,2016,31,51
5782,10876,2,35,32,6,2,2016,11,27,9,2013,56,51
5783,10793,3,562,686,22,1,2014,9,26,9,2016,40,51
